Customer ID,City,Country,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD),Effective To Date,Customer Lifetime Value (USD),Coverage,Monthly Premium Auto (USD),Number of Policies,Policy Type,Policy,Months Since Policy Inception,Months Since Last Claim,Sales Channel,Response,Renew Offer Type,Number of Open Complaints,Total Claim Amount (USD),Vehicle Class,Vehicle Size
LO57874,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Retired,"25,905.00",15-Jan-11,"2,300.69",Basic,63.00,1,Corporate Auto,Corporate L3,12,21,Agent,Yes,Offer1,0,302.40,Four-Door Car,Large
VJ83206,Riffa,Bahrain,Rural,M,Married,College,Employed,"72,117.00",6-Jan-11,"8,364.56",Basic,70.00,2,Personal Auto,Personal L2,98,1,Branch,No,Offer4,0,106.74,Four-Door Car,Medsize
CV35709,Jaww,Bahrain,Rural,F,Married,High School or Below,Employed,"81,872.00",19-Feb-11,"14,024.36",Premium,115.00,2,Corporate Auto,Corporate L2,55,10,Web,Yes,Offer2,0,256.44,Four-Door Car,Medsize
VX67206,Jaww,Bahrain,Urban,F,Divorced,Bachelor,Employed,"33,806.00",20-Jan-11,"27,789.69",Extended,89.00,2,Corporate Auto,Corporate L3,59,32,Web,Yes,Offer2,0,395.73,Four-Door Car,Medsize
WY38315,Riffa,Bahrain,Suburban,M,Single,College,Unemployed,0.00,18-Jan-11,"3,588.93",Basic,106.00,1,Personal Auto,Personal L2,51,20,Agent,No,Offer3,0,763.20,SUV,Medsize
AY52869,Riffa,Bahrain,Suburban,M,Single,College,Retired,"10,621.00",11-Feb-11,"4,386.28",Basic,67.00,5,Personal Auto,Personal L1,22,28,Agent,Yes,Offer1,0,321.60,Four-Door Car,Medsize
PT29055,Jaww,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,29-Jan-11,"6,647.85",Basic,65.00,2,Personal Auto,Personal L3,27,34,Web,No,Offer1,0,312.00,Four-Door Car,Medsize
HF62608,Jaww,Bahrain,Rural,F,Single,College,Employed,"44,213.00",27-Feb-11,"6,753.43",Extended,85.00,3,Personal Auto,Personal L3,58,15,Branch,No,Offer1,0,77.52,Four-Door Car,Medsize
PJ54354,Riffa,Bahrain,Suburban,M,Married,Bachelor,Unemployed,0.00,21-Jan-11,"4,762.82",Basic,65.00,3,Personal Auto,Personal L1,11,10,Call Center,No,Offer1,0,366.21,Four-Door Car,Medsize
VW13019,Sitra,Bahrain,Suburban,F,Divorced,College,Retired,"12,902.00",14-Feb-11,"4,904.89",Extended,139.00,1,Corporate Auto,Corporate L2,51,3,Agent,Yes,Offer1,0,667.20,Sports Car,Medsize
PY80506,Jaww,Bahrain,Urban,M,Married,High School or Below,Employed,"78,757.00",15-Jan-11,"4,764.86",Basic,119.00,1,Personal Auto,Personal L2,56,8,Agent,No,Offer4,3,383.80,Sports Car,Medsize
CF46699,Jaww,Bahrain,Suburban,M,Married,Bachelor,Unemployed,0.00,7-Jan-11,"3,567.50",Basic,102.00,1,Personal Auto,Personal L2,11,28,Agent,Yes,Offer2,0,660.43,SUV,Medsize
SF15712,Jaww,Bahrain,Rural,M,Divorced,High School or Below,Employed,"51,833.00",21-Feb-11,"3,903.80",Extended,99.00,1,Personal Auto,Personal L3,18,1,Agent,No,Offer3,0,190.51,Four-Door Car,Medsize
MX69639,Riffa,Bahrain,Rural,F,Single,High School or Below,Employed,"30,786.00",11-Feb-11,"10,442.43",Extended,90.00,2,Personal Auto,Personal L3,5,3,Branch,No,Offer2,0,28.65,Four-Door Car,Large
EZ41764,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"76,792.00",26-Feb-11,"2,498.96",Basic,62.00,1,Personal Auto,Personal L2,27,12,Agent,No,Offer3,0,297.60,Four-Door Car,Medsize
BD58297,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"76,356.00",27-Feb-11,"2,862.56",Basic,71.00,1,Personal Auto,Personal L3,61,4,Branch,No,Offer3,2,340.80,Two-Door Car,Medsize
FM55990,Riffa,Bahrain,Suburban,M,Single,College,Employed,"66,839.00",19-Jan-11,"5,989.77",Premium,154.00,1,Personal Auto,Personal L1,24,33,Branch,Yes,Offer2,0,739.20,Sports Car,Medsize
LZ89104,Jaww,Bahrain,Suburban,M,Married,High School or Below,Employed,"59,789.00",23-Feb-11,"7,143.04",Extended,90.00,3,Personal Auto,Personal L3,81,9,Agent,No,Offer4,0,527.54,Four-Door Car,Large
CI38330,Manama,Bahrain,Rural,M,Married,Bachelor,Employed,"72,217.00",12-Feb-11,"2,549.79",Basic,64.00,1,Personal Auto,Personal L2,15,13,Branch,No,Offer2,0,91.15,Four-Door Car,Medsize
NT15165,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"43,324.00",3-Jan-11,"12,047.78",Premium,101.00,2,Corporate Auto,Corporate L1,17,8,Branch,No,Offer2,0,284.67,Two-Door Car,Medsize
RQ77476,Jaww,Bahrain,Urban,M,Married,Bachelor,Employed,"87,502.00",26-Feb-11,"20,461.15",Premium,102.00,2,Personal Auto,Personal L3,28,20,Branch,No,Offer2,0,421.11,Four-Door Car,Medsize
QB15345,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,8-Feb-11,"2,781.59",Basic,74.00,1,Personal Auto,Personal L3,13,8,Web,No,Offer4,0,532.80,Four-Door Car,Medsize
DX65548,Saar,Bahrain,Suburban,F,Divorced,College,Employed,"38,713.00",31-Jan-11,"4,834.71",Basic,66.00,6,Personal Auto,Personal L1,69,31,Call Center,Yes,Offer2,4,316.80,Four-Door Car,Medsize
RI52095,Manama,Bahrain,Suburban,M,Single,High School or Below,Employed,"51,878.00",2-Feb-11,"7,610.54",Basic,66.00,2,Personal Auto,Personal L3,16,10,Branch,No,Offer2,1,316.80,Four-Door Car,Medsize
RK76184,Saar,Bahrain,Suburban,M,Married,College,Unemployed,0.00,7-Feb-11,"2,159.25",Basic,61.00,1,Personal Auto,Personal L3,39,9,Web,No,Offer2,0,292.80,Four-Door Car,Medsize
EH86912,Riffa,Bahrain,Suburban,M,Married,College,Disabled,"28,617.00",27-Feb-11,"8,420.43",Basic,112.00,9,Personal Auto,Personal L2,57,20,Agent,No,Offer3,0,797.60,SUV,Medsize
TJ90326,Riffa,Bahrain,Rural,F,Married,Doctor,Employed,"75,037.00",2-Feb-11,"13,530.03",Extended,85.00,2,Personal Auto,Personal L3,27,5,Call Center,No,Offer2,2,180.56,Four-Door Car,Small
ES93923,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"24,550.00",6-Feb-11,"8,798.31",Premium,111.00,9,Personal Auto,Personal L1,6,12,Agent,No,Offer2,0,536.00,Four-Door Car,Small
BY23642,Saar,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,17-Jan-11,"4,595.04",Basic,64.00,6,Personal Auto,Personal L3,62,16,Branch,No,Offer1,0,460.80,Two-Door Car,Small
CV64725,Riffa,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"55,366.00",7-Jan-11,"6,545.80",Extended,86.00,4,Personal Auto,Personal L1,54,11,Agent,No,Offer3,2,455.71,Four-Door Car,Medsize
RN56430,Sitra,Bahrain,Suburban,F,Married,High School or Below,Employed,"41,449.00",15-Feb-11,"5,443.76",Basic,69.00,3,Personal Auto,Personal L1,96,16,Branch,No,Offer3,1,331.20,Two-Door Car,Medsize
PD32052,Riffa,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"51,125.00",19-Jan-11,"7,957.63",Basic,67.00,2,Personal Auto,Personal L3,67,3,Agent,No,Offer1,0,430.29,Four-Door Car,Medsize
YG87460,Saar,Bahrain,Urban,M,Married,College,Unemployed,0.00,16-Jan-11,"2,444.74",Basic,71.00,1,Personal Auto,Personal L2,59,8,Branch,No,Offer3,1,244.59,Four-Door Car,Medsize
BN90616,Manama,Bahrain,Rural,F,Married,Bachelor,Employed,"63,110.00",6-Feb-11,"8,590.33",Basic,72.00,2,Personal Auto,Personal L3,84,23,Agent,No,Offer3,0,68.18,Four-Door Car,Medsize
BH36973,Jaww,Bahrain,Urban,F,Married,College,Employed,"63,401.00",3-Feb-11,"2,730.35",Basic,68.00,1,Personal Auto,Personal L1,18,1,Agent,No,Offer2,0,202.94,Four-Door Car,Medsize
QN76156,Jaww,Bahrain,Suburban,F,Married,College,Employed,"30,752.00",3-Jan-11,"2,925.73",Basic,73.00,1,Personal Auto,Personal L3,37,2,Call Center,No,Offer4,0,400.29,Four-Door Car,Small
ZJ15114,Riffa,Bahrain,Suburban,M,Married,High School or Below,Employed,"60,986.00",12-Jan-11,"5,331.74",Basic,67.00,5,Corporate Auto,Corporate L3,32,30,Branch,No,Offer4,0,417.78,Four-Door Car,Medsize
CM84035,Saar,Bahrain,Rural,M,Single,College,Employed,"41,692.00",7-Jan-11,"11,320.83",Premium,101.00,2,Corporate Auto,Corporate L3,15,21,Call Center,No,Offer3,1,245.97,Four-Door Car,Medsize
TZ22914,Jaww,Bahrain,Urban,M,Divorced,Master,Disabled,"12,940.00",14-Jan-11,"5,130.82",Basic,68.00,3,Personal Auto,Personal L3,36,7,Agent,No,Offer1,0,268.17,Two-Door Car,Large
MW80236,Manama,Bahrain,Suburban,M,Married,Master,Unemployed,0.00,21-Feb-11,"7,919.83",Basic,70.00,2,Personal Auto,Personal L1,18,13,Agent,No,Offer1,0,336.00,Four-Door Car,Medsize
WO89464,Jaww,Bahrain,Urban,M,Divorced,Bachelor,Employed,"78,618.00",5-Feb-11,"2,619.34",Basic,66.00,1,Personal Auto,Personal L3,56,7,Agent,Yes,Offer1,0,225.58,Two-Door Car,Medsize
MK56815,Riffa,Bahrain,Urban,M,Married,College,Employed,"54,538.00",25-Feb-11,"9,591.23",Premium,119.00,6,Personal Auto,Personal L3,63,32,Call Center,No,Offer1,0,507.80,Four-Door Car,Medsize
LJ64287,Sitra,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,15-Feb-11,"4,196.65",Basic,64.00,7,Personal Auto,Personal L1,75,35,Call Center,No,Offer3,1,774.74,Two-Door Car,Medsize
UK86050,Saar,Bahrain,Urban,F,Divorced,High School or Below,Employed,"76,590.00",24-Feb-11,"7,887.96",Basic,65.00,2,Personal Auto,Personal L3,91,0,Agent,No,Offer1,0,183.29,Four-Door Car,Large
TQ24692,Jaww,Bahrain,Urban,M,Married,High School or Below,Employed,"76,214.00",2-Jan-11,"8,676.70",Basic,72.00,2,Special Auto,Special L2,48,7,Web,No,Offer2,0,202.81,Four-Door Car,Medsize
QO16222,Riffa,Bahrain,Suburban,F,Single,College,Unemployed,0.00,27-Feb-11,"6,383.61",Basic,196.00,1,Personal Auto,Personal L3,74,13,Call Center,No,Offer2,2,"2,327.17",Luxury SUV,Small
SU86402,Saar,Bahrain,Suburban,F,Married,High School or Below,Disabled,"25,876.00",30-Jan-11,"6,568.76",Extended,83.00,3,Personal Auto,Personal L3,46,29,Branch,No,Offer1,0,398.40,Two-Door Car,Medsize
CI95726,Sitra,Bahrain,Suburban,F,Married,High School or Below,Employed,"82,477.00",15-Jan-11,"3,644.83",Extended,90.00,1,Personal Auto,Personal L3,69,1,Agent,Yes,Offer2,0,432.00,Two-Door Car,Large
JE98863,Saar,Bahrain,Suburban,F,Married,Bachelor,Employed,"58,713.00",18-Feb-11,"3,910.70",Extended,98.00,1,Special Auto,Special L1,4,8,Agent,No,Offer1,0,470.40,Four-Door Car,Small
DD89544,Saar,Bahrain,Suburban,M,Married,Bachelor,Employed,"64,929.00",10-Jan-11,"18,704.85",Extended,240.00,8,Corporate Auto,Corporate L1,11,13,Agent,No,Offer1,3,"1,261.67",Luxury SUV,Medsize
HK28125,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,4-Jan-11,"24,337.38",Extended,85.00,2,Personal Auto,Personal L2,15,5,Agent,No,Offer2,1,612.00,Four-Door Car,Medsize
VT52978,Sitra,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"32,857.00",21-Jan-11,"12,547.43",Premium,105.00,2,Corporate Auto,Corporate L2,15,24,Call Center,No,Offer1,0,504.00,Four-Door Car,Medsize
DU66620,Sitra,Bahrain,Suburban,M,Married,College,Medical Leave,"19,065.00",13-Feb-11,"4,582.69",Basic,61.00,7,Personal Auto,Personal L2,29,28,Call Center,No,Offer4,0,292.80,Two-Door Car,Medsize
YC83239,Manama,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,13-Jan-11,"2,864.09",Extended,83.00,1,Personal Auto,Personal L2,30,17,Web,No,Offer4,0,825.29,Two-Door Car,Medsize
VS40267,Riffa,Bahrain,Suburban,M,Married,High School or Below,Disabled,"25,503.00",8-Feb-11,"30,850.59",Basic,115.00,2,Personal Auto,Personal L3,59,12,Branch,No,Offer2,0,552.00,SUV,Medsize
WJ55369,Saar,Bahrain,Urban,M,Married,High School or Below,Employed,"30,250.00",5-Feb-11,"7,366.09",Extended,93.00,6,Personal Auto,Personal L3,98,1,Call Center,No,Offer1,0,398.10,Four-Door Car,Medsize
MZ23183,Jaww,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,25-Jan-11,"4,224.83",Basic,63.00,8,Personal Auto,Personal L3,88,9,Call Center,No,Offer1,0,453.60,Four-Door Car,Medsize
DV58197,Riffa,Bahrain,Rural,F,Married,Bachelor,Employed,"62,902.00",25-Jan-11,"8,256.30",Basic,69.00,2,Personal Auto,Personal L3,94,14,Web,Yes,Offer2,0,159.38,Two-Door Car,Medsize
RZ97514,Jaww,Bahrain,Suburban,F,Married,Master,Unemployed,0.00,27-Jan-11,"7,498.82",Basic,66.00,2,Personal Auto,Personal L1,17,5,Agent,No,Offer3,0,316.80,Four-Door Car,Medsize
ET90029,Saar,Bahrain,Urban,F,Married,Doctor,Medical Leave,"14,278.00",12-Feb-11,"25,626.71",Extended,134.00,2,Personal Auto,Personal L2,9,6,Web,No,Offer2,0,346.32,Sports Car,Small
SD21312,Sitra,Bahrain,Suburban,M,Single,College,Employed,"66,839.00",19-Jan-11,"5,989.77",Premium,154.00,1,Personal Auto,Personal L2,24,33,Branch,Yes,Offer2,0,739.20,Sports Car,Medsize
FG31425,Saar,Bahrain,Suburban,F,Married,College,Employed,"37,811.00",21-Feb-11,"2,530.81",Basic,63.00,1,Special Auto,Special L2,14,25,Agent,No,Offer4,0,365.00,Four-Door Car,Medsize
FA15338,Saar,Bahrain,Suburban,M,Married,High School or Below,Medical Leave,"20,978.00",9-Jan-11,"13,569.24",Basic,70.00,2,Personal Auto,Personal L2,20,35,Branch,No,Offer4,0,336.00,Two-Door Car,Medsize
HD53787,Riffa,Bahrain,Suburban,F,Married,College,Medical Leave,"28,519.00",10-Feb-11,"13,113.14",Extended,86.00,2,Personal Auto,Personal L1,30,23,Branch,No,Offer4,0,412.80,Two-Door Car,Large
ME11422,Riffa,Bahrain,Suburban,M,Married,College,Unemployed,0.00,12-Feb-11,"5,085.02",Basic,72.00,3,Personal Auto,Personal L3,18,15,Agent,No,Offer3,1,571.53,Four-Door Car,Small
QN36109,Sitra,Bahrain,Rural,F,Single,Master,Employed,"85,140.00",8-Feb-11,"4,554.56",Basic,118.00,1,Personal Auto,Personal L3,11,7,Branch,No,Offer1,4,88.18,SUV,Medsize
UL80763,Jaww,Bahrain,Suburban,F,Married,Doctor,Employed,"37,384.00",8-Jan-11,"4,014.45",Extended,99.00,1,Personal Auto,Personal L2,17,9,Agent,Yes,Offer2,0,475.20,Four-Door Car,Medsize
DH61947,Jaww,Bahrain,Rural,M,Married,Bachelor,Unemployed,0.00,12-Feb-11,"2,863.04",Extended,79.00,1,Personal Auto,Personal L2,44,0,Call Center,No,Offer4,0,168.89,Two-Door Car,Medsize
QX54905,Sitra,Bahrain,Suburban,F,Married,College,Unemployed,0.00,26-Jan-11,"7,200.66",Basic,66.00,2,Corporate Auto,Corporate L3,77,16,Agent,Yes,Offer2,0,316.80,Four-Door Car,Medsize
XQ39498,Jaww,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"57,659.00",12-Feb-11,"30,909.22",Premium,111.00,2,Personal Auto,Personal L1,31,24,Agent,No,Offer1,0,756.37,Four-Door Car,Medsize
FQ51281,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"95,241.00",27-Jan-11,"8,170.62",Basic,68.00,2,Personal Auto,Personal L3,12,3,Branch,No,Offer2,1,87.80,Four-Door Car,Large
NA45983,Saar,Bahrain,Rural,M,Divorced,College,Employed,"38,870.00",12-Jan-11,"2,877.81",Basic,74.00,1,Special Auto,Special L1,89,3,Agent,No,Offer1,0,145.37,Four-Door Car,Small
LC23144,Riffa,Bahrain,Suburban,F,Married,High School or Below,Medical Leave,"13,870.00",28-Feb-11,"8,478.30",Basic,109.00,5,Personal Auto,Personal L3,78,1,Web,No,Offer3,0,550.43,SUV,Medsize
SG54382,Saar,Bahrain,Suburban,M,Married,Bachelor,Employed,"25,964.00",3-Feb-11,"8,646.55",Extended,76.00,2,Corporate Auto,Corporate L3,87,21,Branch,No,Offer1,2,364.80,Four-Door Car,Medsize
XH54129,Riffa,Bahrain,Urban,F,Married,High School or Below,Employed,"72,193.00",17-Feb-11,"4,755.76",Premium,118.00,1,Personal Auto,Personal L3,46,1,Branch,No,Offer4,0,552.65,Four-Door Car,Medsize
QD28391,Manama,Bahrain,Rural,M,Married,College,Employed,"84,302.00",31-Jan-11,"7,425.85",Basic,62.00,2,Personal Auto,Personal L2,63,19,Branch,No,Offer2,0,76.61,Four-Door Car,Medsize
HX55735,Sitra,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,30-Jan-11,"4,463.00",Basic,73.00,5,Personal Auto,Personal L3,52,35,Web,Yes,Offer1,3,350.40,Two-Door Car,Medsize
AI49712,Manama,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,21-Jan-11,"2,593.90",Basic,72.00,1,Personal Auto,Personal L1,99,31,Call Center,No,Offer3,0,345.60,Four-Door Car,Large
YM53951,Jaww,Bahrain,Urban,M,Divorced,College,Employed,"39,482.00",17-Feb-11,"6,006.44",Extended,77.00,5,Corporate Auto,Corporate L2,48,29,Agent,No,Offer1,0,277.91,Four-Door Car,Medsize
JO77924,Jaww,Bahrain,Rural,M,Married,High School or Below,Employed,"66,371.00",29-Jan-11,"10,010.14",Extended,125.00,5,Personal Auto,Personal L3,75,2,Agent,No,Offer2,0,43.10,SUV,Medsize
EZ20115,Riffa,Bahrain,Urban,M,Married,Bachelor,Employed,"35,300.00",9-Feb-11,"26,305.42",Basic,74.00,2,Personal Auto,Personal L3,71,14,Agent,No,Offer1,0,225.52,Four-Door Car,Medsize
DD88614,Riffa,Bahrain,Rural,F,Married,Doctor,Employed,"67,735.00",21-Jan-11,"7,096.60",Extended,88.00,3,Corporate Auto,Corporate L3,87,33,Agent,No,Offer3,0,3.46,Four-Door Car,Medsize
BO21461,Riffa,Bahrain,Rural,M,Single,College,Employed,"98,879.00",10-Jan-11,"2,859.80",Basic,73.00,1,Personal Auto,Personal L3,33,14,Call Center,No,Offer4,1,108.67,Four-Door Car,Medsize
EX13440,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,6-Jan-11,"29,589.94",Basic,108.00,2,Corporate Auto,Corporate L1,74,29,Branch,No,Offer3,0,777.60,SUV,Medsize
UB87714,Jaww,Bahrain,Rural,M,Divorced,Master,Employed,"72,885.00",27-Jan-11,"9,667.13",Extended,124.00,6,Personal Auto,Personal L2,88,35,Branch,No,Offer1,2,233.68,SUV,Medsize
VW84197,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"26,378.00",20-Feb-11,"21,941.86",Basic,70.00,2,Personal Auto,Personal L3,79,22,Branch,No,Offer2,1,147.80,Four-Door Car,Medsize
HP56518,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"67,798.00",13-Jan-11,"5,548.03",Basic,69.00,9,Personal Auto,Personal L3,78,1,Agent,Yes,Offer1,0,331.20,Four-Door Car,Medsize
SP81997,Manama,Bahrain,Rural,F,Married,Master,Employed,"41,275.00",11-Feb-11,"7,752.93",Extended,96.00,3,Personal Auto,Personal L3,16,29,Branch,No,Offer3,0,41.12,Four-Door Car,Large
VH66357,Riffa,Bahrain,Urban,M,Married,College,Employed,"39,646.00",19-Feb-11,"2,769.73",Basic,70.00,1,Personal Auto,Personal L3,35,9,Agent,No,Offer4,0,279.71,Four-Door Car,Small
IM30965,Jaww,Bahrain,Suburban,M,Single,High School or Below,Employed,"71,868.00",15-Feb-11,"2,545.07",Basic,65.00,1,Corporate Auto,Corporate L3,61,6,Agent,No,Offer4,0,312.00,Four-Door Car,Small
TQ37204,Jaww,Bahrain,Urban,F,Married,High School or Below,Employed,"59,107.00",9-Jan-11,"8,629.33",Basic,107.00,7,Personal Auto,Personal L2,57,29,Branch,No,Offer2,0,480.52,SUV,Medsize
NN54114,Saar,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,9-Jan-11,"4,915.39",Basic,70.00,9,Personal Auto,Personal L3,48,13,Branch,No,Offer1,0,504.00,Four-Door Car,Medsize
BI27443,Saar,Bahrain,Urban,F,Divorced,College,Employed,"36,428.00",18-Feb-11,"4,896.56",Extended,124.00,1,Personal Auto,Personal L1,20,34,Agent,No,Offer2,0,559.41,SUV,Medsize
WL86517,Sitra,Bahrain,Suburban,F,Married,Doctor,Employed,"93,284.00",6-Feb-11,"4,013.96",Extended,99.00,1,Personal Auto,Personal L3,26,7,Web,No,Offer3,0,475.20,Two-Door Car,Medsize
HW40931,Jaww,Bahrain,Suburban,F,Married,College,Employed,"34,612.00",6-Jan-11,"10,834.87",Extended,91.00,2,Special Auto,Special L1,77,8,Web,No,Offer4,1,655.20,Four-Door Car,Small
NN44758,Saar,Bahrain,Suburban,F,Married,High School or Below,Employed,"76,157.00",14-Feb-11,"4,669.23",Premium,116.00,1,Personal Auto,Personal L2,80,15,Call Center,Yes,Offer2,0,556.80,Two-Door Car,Small
NQ18750,Jaww,Bahrain,Suburban,M,Single,College,Unemployed,0.00,16-Feb-11,"29,577.28",Premium,106.00,2,Personal Auto,Personal L1,13,34,Call Center,No,Offer2,0,763.20,Two-Door Car,Small
GC34791,Sitra,Bahrain,Suburban,M,Married,High School or Below,Disabled,"17,109.00",3-Feb-11,"9,259.73",Basic,62.00,2,Personal Auto,Personal L3,45,7,Agent,No,Offer2,0,297.60,Two-Door Car,Medsize
SY22123,Riffa,Bahrain,Suburban,F,Single,College,Medical Leave,"29,539.00",5-Jan-11,"6,300.44",Extended,85.00,7,Personal Auto,Personal L3,83,20,Agent,No,Offer1,0,408.00,Four-Door Car,Medsize
DY17416,Jaww,Bahrain,Urban,M,Single,College,Employed,"49,539.00",7-Feb-11,"6,031.52",Extended,79.00,5,Personal Auto,Personal L3,83,15,Agent,No,Offer2,0,286.94,Two-Door Car,Medsize
KE57057,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,3-Feb-11,"2,300.33",Basic,66.00,1,Corporate Auto,Corporate L3,10,9,Agent,No,Offer2,1,475.20,Four-Door Car,Small
AT24793,Jaww,Bahrain,Suburban,M,Married,College,Employed,"25,352.00",16-Jan-11,"6,863.12",Premium,173.00,1,Special Auto,Special L3,65,10,Call Center,No,Offer3,0,830.40,Sports Car,Medsize
SL71998,Jaww,Bahrain,Suburban,M,Married,College,Employed,"63,223.00",18-Jan-11,"2,797.76",Basic,71.00,1,Personal Auto,Personal L1,72,3,Web,No,Offer3,0,397.62,Two-Door Car,Small
AP66226,Sitra,Bahrain,Suburban,M,Married,Bachelor,Medical Leave,"18,505.00",10-Feb-11,"4,479.49",Basic,66.00,3,Personal Auto,Personal L3,51,15,Web,No,Offer1,4,316.80,Four-Door Car,Medsize
HI91534,Riffa,Bahrain,Urban,F,Divorced,College,Employed,"91,485.00",11-Jan-11,"4,571.51",Basic,114.00,1,Personal Auto,Personal L3,16,2,Web,No,Offer3,0,392.93,SUV,Small
TK61994,Jaww,Bahrain,Rural,F,Married,College,Disabled,"18,690.00",28-Feb-11,"6,104.50",Extended,80.00,5,Personal Auto,Personal L2,63,10,Agent,No,Offer1,0,18.19,Four-Door Car,Medsize
CW35098,Manama,Bahrain,Suburban,M,Single,College,Unemployed,0.00,5-Jan-11,"3,297.90",Extended,91.00,1,Personal Auto,Personal L3,78,3,Branch,No,Offer1,0,655.20,Two-Door Car,Medsize
WX30852,Saar,Bahrain,Rural,F,Married,Bachelor,Employed,"69,819.00",4-Feb-11,"2,639.98",Basic,66.00,1,Personal Auto,Personal L1,20,24,Agent,No,Offer4,0,21.01,Four-Door Car,Medsize
SK69036,Riffa,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"25,708.00",20-Feb-11,"13,780.49",Premium,118.00,2,Personal Auto,Personal L1,44,21,Branch,No,Offer1,0,566.40,Four-Door Car,Small
YI79084,Sitra,Bahrain,Suburban,M,Single,Doctor,Employed,"33,738.00",17-Jan-11,"3,702.63",Extended,95.00,1,Personal Auto,Personal L1,97,13,Agent,No,Offer2,0,541.76,Two-Door Car,Medsize
KF46546,Saar,Bahrain,Rural,F,Married,Bachelor,Employed,"75,845.00",12-Feb-11,"5,789.35",Basic,72.00,6,Personal Auto,Personal L2,71,2,Agent,No,Offer1,0,73.85,Four-Door Car,Medsize
GA71186,Sitra,Bahrain,Urban,M,Married,High School or Below,Employed,"83,392.00",6-Jan-11,"13,464.60",Basic,112.00,2,Personal Auto,Personal L2,34,20,Agent,No,Offer1,0,523.69,SUV,Medsize
KL65897,Riffa,Bahrain,Rural,F,Married,Bachelor,Unemployed,0.00,21-Feb-11,"6,331.34",Extended,87.00,3,Personal Auto,Personal L2,82,3,Branch,No,Offer1,0,94.71,Two-Door Car,Medsize
CF15086,Riffa,Bahrain,Rural,M,Married,College,Employed,"76,375.00",11-Jan-11,"3,838.11",Extended,96.00,1,Personal Auto,Personal L3,81,21,Branch,No,Offer2,0,138.42,Four-Door Car,Medsize
HG40729,Jaww,Bahrain,Suburban,M,Single,College,Unemployed,0.00,11-Feb-11,"11,274.91",Premium,114.00,2,Personal Auto,Personal L3,39,22,Branch,No,Offer1,0,820.80,Four-Door Car,Small
VP55618,Riffa,Bahrain,Suburban,M,Divorced,College,Employed,"32,330.00",5-Feb-11,"6,052.00",Extended,79.00,9,Corporate Auto,Corporate L3,27,16,Branch,No,Offer1,1,379.20,Four-Door Car,Medsize
ZL23478,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"85,689.00",11-Feb-11,"33,451.79",Extended,92.00,2,Corporate Auto,Corporate L3,8,5,Agent,No,Offer1,0,237.95,Four-Door Car,Small
EY75197,Saar,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,24-Jan-11,"5,611.93",Premium,158.00,1,Personal Auto,Personal L3,59,5,Agent,No,Offer3,0,"1,137.60",SUV,Medsize
SF11920,Saar,Bahrain,Urban,F,Married,College,Employed,"39,507.00",25-Feb-11,"5,607.25",Basic,70.00,5,Corporate Auto,Corporate L1,17,32,Web,No,Offer1,0,283.74,Two-Door Car,Medsize
DY57308,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"22,373.00",18-Jan-11,"8,835.16",Basic,112.00,8,Personal Auto,Personal L1,59,11,Branch,No,Offer1,0,419.75,SUV,Small
HP73832,Riffa,Bahrain,Suburban,F,Married,College,Employed,"20,217.00",17-Jan-11,"3,796.55",Extended,96.00,1,Personal Auto,Personal L1,30,16,Web,No,Offer2,2,513.31,Four-Door Car,Medsize
WP58797,Jaww,Bahrain,Suburban,M,Married,Bachelor,Disabled,"19,245.00",28-Feb-11,"3,936.79",Basic,106.00,1,Personal Auto,Personal L3,61,28,Web,No,Offer3,0,508.80,SUV,Large
